lyrics,singer,title,url
"I've known from the start
You would break my heart
You are cruel, you are
But I'll keep loving you
I want you to know
I'm not perfect, so
I'm a rolling stone
But I'll keep loving youFor the rest of my life
I promise that I, I'll keep loving you
Oh I will stand by your side
And promise that I, I'll keep loving youBut no, you can't see
I'm not what you need
My spirit's free
But I'll keep loving you
You are so wild
You've a restless mind
I won't renounce
But I'll keep loving youFor the rest of my life
I promise that I, I'll keep loving you
Oh I will stand by your side
And promise that I, I'll keep loving youI'm only a man
I'll give you my love
But I make mistakes
'Cause it's in my blood
The world is so full
Of flaws and of rules
I promise that I
Will love you for youFor the rest of my life
I promise that I, I'll keep loving you
Oh I will stand by your side
And promise that I, I'll keep loving you",birdy,I'll Keep Loving You,http://www.metrolyrics.com/ill-keep-loving-you-lyrics-david-guetta.html
"Haunting
Keep my (eyes from), haunting
Keep my (eyes from), haunting
Keep my (eyes from), haunting
HauntingPart to this lonely road
You gave me hope, gave me hope
Woke my drifting soul
And led me home, led me homeWon't you just stay here
Chase away my fears
Solve my mysteries
Won't you just stay here
Chase away my fears
Set my spirit freeWon't you lead the way
Through my darker days
Keep them softly spoken
(Keep them softly spoken)
Show me the way
To a brighter place
Keep my eyes from closing
(Keep my eyes from closing)Oh lifted away from my givenness (yeah, yeah, yeah, yeah)
Oh lifted away from my secrets (yeah, yeah, yeah, yeah)Haunting
Keep my (eyes from), haunting
Keep my (eyes from), haunting
Keep my (eyes from)Hold my heavy bones
They weigh me down, weigh me down
Held by a single thread
When you are gone, when you're goneWon't you just stay here
Chase away my fears
Solve my mysteriesWon't you lead the way
Through my darker days
Keep them softly spoken
(Keep them softly spoken)
Show me the way
To a brighter place
Keep my eyes from closing
(Keep my eyes from closing)Oh lifted away from my givenness (yeah, yeah, yeah, yeah)
Oh lifted away from my secrets (yeah, yeah, yeah, yeah)And if they start to fade
I will keep you safe
Like you do
And if you feel afraid
I will keep your faith
Like you do, oohWon't you lead the way
Through my darker days
Keep them softly spoken
(Keep them softly spoken)
Show me the way
To a brighter place
Keep my eyes from closing
(Keep my eyes from closing)Oh lifted away from my givenness (yeah, yeah, yeah, yeah)
Oh lifted away from my secrets (yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)",birdy,Lifted,http://www.metrolyrics.com/lifted-lyrics-birdy.html
"Love shouldn't cost a thing
Tell me why
I'm paying for everything
Pretending it's fineHeaven knows, heaven knows
We're forever changingHeaven knows, heaven knows
There's no way to save usLook at what we have become
Empty hearts that spare no one
Save yourself my darling
Just be gone by morningAfter all is said and done
Still this war cannot be won
Save yourself my darling
Kill the love that's dyingI don't know where you've been
Where you hide
You're here but I feel nothing
In your eyesHeaven knows, heaven knows
We're forever changingHeaven knows, heaven knows
There's no way to save usLook at what we have become
Empty hearts that spare no one
Save yourself my darling
Just be gone by morningAfter all is said and done
Still this war cannot be won
Save yourself my darling
Kill the love that's dyingLook at what we have become
Empty hearts that spare no one
Save yourself my darling
Kill the love that's dying",birdy,Save Yourself,http://www.metrolyrics.com/save-yourself-lyrics-birdy.html
"We said goodbye
That's what you told me once
So many times we've made our peace
But this is love, I'll never give you up
But now your love has come home to meLike a river, always running
I keep losing you
Like a fire, always burning
I'll be here for youIf you're ready, I'll deserve you
I'll be waiting, come find me
If you're certain for forever
I'll be waiting, come find me
I see you, you're in the darkness
Finding life right where your heart is
If you're ready, I'll deserve you
I'll be waiting, come find meCome find me
Come find me
I see you, you're in the darkness
Finding life right where your heart is
If you're ready, I'll deserve you
I'll be waiting, come find meIf your star waits
That's what you told me once
But tears they come and go
This is us, I'll never get enough
It's taking losing you to knowIf you're ready, I'll deserve you
I'll be waiting, come find me
If you're certain for forever
I'll be waiting, come find me
I see you, you're in the darkness
Finding life right where your heart is
If you're ready (if you're ready)
I'll deserve you (I'll deserve you)
I'll be waiting, come find meCome find me
Come find meI want to meet but never leave now
I want to meet but never leave nowI see you, you're in the darkness
Finding life right where your heart is
If you're ready, I'll deserve you
I'll be waiting, come find meCome find me
If you're ready, I'll deserve you
I'll be waiting, come find meIf you're ready, I'll deserve you
I'll be waiting, come find me",birdy,Find Me,http://www.metrolyrics.com/find-me-lyrics-sigma.html
"Waiting on you
Trying to keep your head strong
With nothing to lose
You raise your voice with something to prove
And all the things you say to me
I can't forget them
You don't leave
But you tell me with your eyes what you need
Oh, please
Do you think that I don't know what it means?All the things you hide for me
I accept them
But I need you next to meIf I can't hold you now
Keep thinking that you might not come around
I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meYou're in the clear
While I'm waking up to nothing but tears
And you say they've said
That I'm the only one that needed to changeYou know the things you've said to me
Do you regret them?
I just need you next to meIf I can't hold you now
Keep thinking that you might not come around
I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meSo I can't just forget you, just forget you
Can't just forget you, just forget youAnd If I can't hold you now
Keep thinking how you might not come around
And I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meIf I can't hold you now (if I can't hold you now)
Keep thinking that you might not come around (might not come around)
I have no words, I have no words to say
If I can't change your mind (if I can't change your mind)
Keep thinking, is this our last goodbye? (our last goodbye?)
You say it first, you say it first to me",birdy,Words,http://www.metrolyrics.com/words-lyrics-birdy.html
"I was following the
I was following the
I was following the
I was following the
I was following the pack
All swallowed in their coats
With scarves of red
Tied 'round their throats
To keep their little heads
From falling in the snow.
And I turned 'round and there you go.
And, Michael, you would fall
And turn the white snow red as strawberries in the summertime.I was following the pack
All swallowed in their coats
With scarves of red
Tied 'round their throats
To keep their little heads
From falling in the snow.
And I turned 'round and there you go.
And, Michael, you would fall
And turn the white snow red as strawberries in the summertime.I was following the pack
All swallowed in their coats
With scarves of red
Tied 'round their throats
To keep their little heads
From falling in the snow.
And I turned 'round and there you go.
And, Michael, you would fall
And turn the white snow red
As strawberries in the summertime.",birdy,White Winter Hymnal,http://www.metrolyrics.com/white-winter-hymnal-lyrics-birdy.html
"Breathe
I'm listening close to every word that you speak
Don't try to blame the things that bring you down, just see
I'm on your side and counting down the days to be
Right beside you when you sleep and when you dreamDreamLeave
All of your rage behind and realize it's me
Hold on before I'm gone 'cause one day we will need
Someone to understand the things that make us freeFree",birdy,Dream,http://www.metrolyrics.com/dream-lyrics-birdy.html
"Little ghost, you are listening
Unlike most you don't miss a thing
You see the truth
I walk the halls invisibly
I climb the walls, no one sees me
No one but youYou've always loved the strange birds
Now I want to fly into your world
I want to be heard
My wounded wings still beating
You've always loved the stranger inside me
Ugly prettyOh no, no, no, no
Oh no, no, no, no
Oh no, no, no, noOh little ghost, you see the pain
But together we can make something beautiful
So take my hand and perfectly
We fill the gaps, you and me make three
I was meant for you, and you for meYou've always loved the strange birds
Now I want to fly into your world
I want to be heard
My wounded wings still beating
You've always loved the stranger inside me
Ugly prettyOh no, no, no, no
Oh no, no, no, no
Oh no, no, no, noYou've always loved the strange birds
Now I want to fly into your world
I want to be heard
My wounded wings still beating
You've always loved the stranger inside me
Ugly pretty",birdy,Strange Birds,http://www.metrolyrics.com/strange-birds-lyrics-birdy.html
"Waiting on you
Trying to keep your head strong
With nothing to lose
You raise your voice with something to prove
And all the things you say to me
I can't forget them
You don't leave
But you tell me with your eyes what you need
Oh, please
Do you think that I don't know what it means?All the things you hide for me
I accept them
But I need you next to meIf I can't hold you now
Keep thinking that you might not come around
I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meYou're in the clear
While I'm waking up to nothing but tears
And you say they've said
That I'm the only one that needed to changeYou know the things you've said to me
Do you regret them?
I just need you next to meIf I can't hold you now
Keep thinking that you might not come around
I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meSo I can't just forget you, just forget you
Can't just forget you, just forget youAnd If I can't hold you now
Keep thinking how you might not come around
And I have no words, I have no words to say
If I can't change your mind
Keep thinking, is this our last goodbye?
You say it first, you say it first to meIf I can't hold you now (if I can't hold you now)
Keep thinking that you might not come around (might not come around)
I have no words, I have no words to say
If I can't change your mind (if I can't change your mind)
Keep thinking, is this our last goodbye? (our last goodbye?)
You say it first, you say it first to me",birdy,Words (EDX Remix),http://www.metrolyrics.com/words-edx-remix-lyrics-birdy.html
"Through the driving rain
I have lost the words
To piece us back together
To tell you how it hurts.
'Cause lately we've been breaking
All we've built so far
And I'm tired of sitting waiting
Alone in the dark.
There's still a way to make it right
We'll find the strength this time.And pull back this veil
Turn night into day
Don't you know,
You're standing in the way of the light?
Pour oil on these flames
Speed up my heart again
Don't you know,
You're standing in the way of the light?Round we go in circles
Does it have to be this hard?
We can stop the fighting
If you let down your guard
There's still a way to make it right
We'll find the strength this timeAnd pull back this veil
Turn night into day
Don't you know,
You're standing in the way of the light?
Pour oil on these flames
Speed up my heart again
Don't you know,
You're standing in the way of the light?So come on, come on, come on
We've been living in the shadows too long
So come on, come on, come onJust pull back this veil
Turn night into day
Don't you know,
You're standing in the way of the light?
Pour oil on these flames
Speed up my heart again
Don't you know,
You're standing in the way of the light?Pull back this veil
Turn night into day
Don't you know,
You're standing in the way of the light?
Pour oil on these flames
Speed up my heart again
Don't you know,
You're standing in the way of the light?
You're standing in the way of the light",birdy,Standing In The Way of The Light,http://www.metrolyrics.com/standing-in-the-way-of-the-light-lyrics-birdy.html
"I don't feel alright
In spite of these comforting sounds you make.
I don't feel alright
Because you make promises that you break.
Into your house,
Why don't we share our solitude?
Nothing is pure anymore but solitude.It's hard to make sense,
Feels as if i'm sensing you through a lens.
If someone else comes,
I'll just sit here listening to the drums.
Previously i never called it solitude.
And probably you know all the dirty shows i've put on.
Blunted and exhausted like anyone.
Honestly i tried to avoid it. honestly.
Back when we were kids, we would always know when to stop.
And now all the good kids are messing up.
Nobody has gained or accomplished anything.",birdy,Comforting Sounds,http://www.metrolyrics.com/comforting-sounds-lyrics-birdy.html
"Maybe
I know it's just maybe.
And we're only dreaming
For how this will goBut maybe,
One day this daydream
Will turn into real things
For all that we knowWe could be doing anything that we love
Just be carried by the way the wind blows on
You could be doing anything you dream of
If you believe in the things that make you strongSomeday
We'll meet on the high street
We'll laugh about when we
Worried about what we might beThen maybe
We'll talk about old days
We'll smile in our old ways
You'll always be a part of meWe could be doing anything that we love
Just be carried by the way the wind blows on
You could be doing anything you dream of
If you believe in the things that make you strongYou could be doing anything you dream of
If you believe in the things that make you strongMaybe, I know its just maybe
And we're only dreaming
For how this will go
Just maybe
(You could be doing anthing you dream of)
Maybe, maybe",birdy,Maybe,http://www.metrolyrics.com/maybe-lyrics-birdy.html
"It's a terrible love and I'm walking with spiders
It's a terrible love that I'm walking in
It's a terrible love and I'm walking with spiders
It's a terrible love that I'm walking inIt's quiet company
It's quiet company
It's a terrible love and I'm walking with spiders
It's a terrible love and I'm walking inIt's a terrible love and I'm walking with spiders
It's a terrible love and I'm walking inIt's quiet company
It's quiet company
It's quiet company
And I can't fall asleepWithout a little help
It takes a while
To settle down
My shivered bonesWait till the panic's out
It takes an ocean not to break
It takes an ocean not to breakIt takes an ocean not to break
It takes an ocean not to break
CompanyIts quiet company
Its quiet company
And I won't follow you
Into the rabbit holeI said I would
But then I sawYour shivered bones
They didn't want me to
It's a terrible love and I'm walking with spiders
It's a terrible love that I'm walking in
It's a terrible love and I'm walking with spiders
It's a terrible love that I'm walking in
It takes an ocean not to break
It takes an ocean not to break
It takes an ocean not to break",birdy,Terrible Love,http://www.metrolyrics.com/terrible-love-lyrics-birdy.html
"Standing here in the rain
I can see the water soaking through
The holes in your shoes
And turn your mind from the storm
Get you somewhere safe
Where it's soft and warmI'm waiting here at a dim street light
Orange dances around in your empty eyes
And I can see straight into your soul
Feeling oh so lost and out of control
OhShine
If your heart tells you to then who are you to question it
Shine
If the world gets you down don't be afraid to wrestle it
Shine
You have your whole life ahead of you
Come make a mess of it
Shine
If your heart tells you to then who are you to question it
Who are you to question itTired now, feeling scared
Unfamiliar light floods into the room
You have woken to
Hopeful eyes looking out
As you wait alone
Hiding tears of doubtNot holding back as you realize
Your abandonment
You'll be cast aside
And I can see straight into your soul
Feeling oh so lost and out of control
Whoa ohShine
If your heart tells you to then who are you to question it
Shine
If the world gets you down don't be afraid to wrestle it
Shine
You have your whole life ahead of you
Come make a mess of it
Shine
If your heart tells you to then who are you to question it
Who are you to question itHold my hand when the lights go down
And you're feeling scared but no one understands
Whoa oh
Keep your head up and don't look down
Now guard your stacks to keep you on the ground
Whoa ohYour love is strong
And they just don't deserve
To choose where you belongShine
If your heart tells you to then who are you to question it
Shine
If the world gets you down don't be afraid to wrestle it
Shine
You have your whole life ahead of you
Come make a mess of it
Shine
If your heart tells you to then who are you to question it
Who are you to question it",birdy,Shine,http://www.metrolyrics.com/shine-lyrics-birdy.html
