lyrics,singer,title,url
"I'm a dreamer
But it's hard to sleep when your head's not in it
I've been restless
Cause you disappeared and that's all that's missing
The Earth is loose under my shoes
There's an angel
And he's shaped like you, and I thought I knew him
There's a window
And it's dark inside, but the light was in it
This can't be love if it hurts so much
I need to let goI will survive and be the one who's stronger
I will not beg you to stay
I will move on and you should know I mean it
Wild horses run in meI remember
How we danced so close, I would stand on your feet
And the phone calls
That would last all night, they were lifeboats to me
Our fading scars are shooting stars
They're here, then goI will survive and be the one who's stronger
I will not beg you to stay
I will move on and you should know I mean it
Wild horses run in meA human hurts, forgets how strong they are
And they get lost along the way, hey
It's not giving up, it's letting go
And moving to a better placeI will survive and be the one who's stronger
I will not beg you to stay
I will move on and you should know I mean it
Wild horses run in me
I will survive and be the one who's stronger
I will not beg you to stay
I will move on and you should know I mean it
Wild horses run in me",birdy,Wild Horses,http://www.metrolyrics.com/wild-horses-lyrics-birdy.html
"Could you keep your head up?
When you're losing ground
Could you keep your head up?
Everything you once loved
Like your own blood
Comes crumbling down
Could you keep your head up?Sometimes the tears we cry
Are more than any heart can take
We hurt, just keep it inside
Small wonder that it starts to breakMany moons will lighten the way
And sure this night will follow a day
And everything you once loved remains
Unbroken, unbrokenCould you find a daydream?
In the dead of night
Could you find a daydream
Keep a quiet victory
To a whisper
In an uphill fight
Could you keep your head upSometimes the tears we cry
Are more than any heart can take
We hurt, just keep it inside
Small wonder that it starts to breakMany moons will lighten the way
And sure this night will follow a day
And everything you once loved remains
Unbroken, unbrokenEverything you once loved lies unbroken
Many moons will light us
Many moons will guide us
Everything you once loved lies unbroken
Leave the past behind us
Leave the past behind usMany moons will lighten the way
And sure this night will follow a day
And everything you once loved remains
Unbroken, unbroken, unbroken",birdy,Unbroken,http://www.metrolyrics.com/unbroken-lyrics-birdy.html
"I feel your knife as is goes right in
Cut to my core but I'm not bleedin
All that you say tryin to make me small
Well the bigger you get the harder you fallYou use your words as a weapon dear
But your blades don't hurt when you have no fearYou think that your deep under my skin
Your tryin to keep me sufferinIf you use your words as a weapon
Then as a weapon, I'll shed no tearsYou have My heart but I lock it up
This burning flame has been burnt enough
My window's cracked they can be replaced
But your arm will tire throwing stones my wayYou use your words as a weapon dear
But your blades don't hurt when you have no fearYou think that your deep under my skin
Your tryin to keep me sufferinIf you use your words as a weapon
Then as a weapon, I'll shed no tearsI feel your knife as is goes right in
You use your words as a weapon dear
But your blades don't hurt when you have no fearYou think that your deep under my skin
Your tryin to keep me sufferinIf you use your words as a weapon
Then as a weapon, I'll shed no tearsI'll shed no tears",birdy,Words as Weapons,http://www.metrolyrics.com/words-as-weapons-lyrics-birdy.html
"Some mistakes
Are harder to recover from
And I miss the days
I could take my make up and put a brave face on
Oh, my beautiful summer
How the winter makes me wonder
Where you've gone
Oh, my beautiful summer
How the winter makes me wonder
Where you've goneEvery night when the sun goes down,
And I'm left in this lonely town,
I hear you calling me, hear you calling me
Eeeeh-yeah
Everytime that I say goodbye,
Every night when I close my eyes,
I hear you calling me, hear you calling me
Eeeehh(...)Memories lie
There's no such thing as a perfect life
Oh, and I let it die
But, looking back I can't remember why
Oh, my beautiful summer
How the winter makes me wonder
Where you've gone
Oh, my beautiful lover
We were perfect for each other
I was wrongEvery night when the suckle start,
And I'm left in this lonely town,
I hear you calling me, hear you calling me
Eeeeh-yeah
Everytime that I say goodbye,
Every night when I close my eyes,
I hear you calling me, hear you calling me
Eeeeh-yeah(...)Take me home, take me home,
I don't know this place
Are you there watching if I'm lying awake?
Thinking of you
Take me home, take me home,
I don't know this place
Are you there watching if I'm lying awake?
Thinking of youOh, my beautiful summer
How the winter makes me wonder
Where you've goneEvery night when the suckle start,
And I'm left in this lonely town,
I hear you calling me, hear you calling me
Eeeeh-yeah
Everytime that I say goodbye,
Every night when I close my eyes,
I hear you calling me, hear you calling me
I hear you calling
I hear you calling
Me, me(...)",birdy,Hear You Calling,http://www.metrolyrics.com/hear-you-calling-lyrics-birdy.html
"Beautiful lies
Cover my eyes with your hands
Just pretend we're better
Turn out the light
There are no more surprises to come
Let's be numb togetherThe world's so fast and nothing lasts
Let's save it while we canCause I want to be forever
Like smoke in the air
Float like a feather going nowhere
Lost in the silence
I don't need to be free
Kill me with kindness
And pleaseTell me beautiful lies
I wish that I had the strength to let go, but I don't
I'm paralysed
I see the child in your eyes and I'm stuck in the headlightsI know too well that time will tell
It's easy to forgetCause I want to be forever
Like smoke in the air
Float like a feather going nowhere
Lost in the silence
I don't need to be free
Kill me with kindness
And pleaseOh, well, I've tried to be open
But I've found it's hard when you're broken
And in the heat of the moment, we're free
So please, please
PleaseTell me beautiful lies
Cover my eyes with your hands
Just pretend we're better
Turn out the light
There are no more surprises to come
Let's be numb together",birdy,Beautiful Lies,http://www.metrolyrics.com/beautiful-lies-lyrics-birdy.html
"There are shadows in my dreams
Storms that send me out to reach
And you just wait on my defeatSo I built an army underneath
And now they got me while I sleep
And this worn-out frame will carry meDon't go holding your breath
You know that I'm not done yet
There's still a fight in me left
Don't go shouting out loud
That you're claiming the crown
I'm done but not outAnd the bittersweet of every new defeat
Is I'm stronger than before
Baby, on my knees, but I still believe
These broken wings will soarUndone, my silhouette, it's all that is left of a broken heart
Leave all of my regrets to sink like shipwrecks
Through oceans darkIn the dust I wrote my name
And from the ruins, hopes were praised
'Cause all that's messed can be replaced in timeDon't go holding your breath
You know that I'm not done yet
There's still a fight in me left
Don't go shouting out loud
That you're claiming the crown
I'm done but not outAnd the bittersweet of every new defeat
Is I'm stronger than before
Baby, on my knees, but I still believe
These broken wings will soarUndone, my silhouette, it's all that is left of a broken heart
Leave all of my regrets to sink like shipwrecks
Through oceans darkUndone, my silhouette, it's all that is left of a broken heart
Leave all of my regrets to sink like shipwrecks
Through oceans dark",birdy,Silhouette,http://www.metrolyrics.com/silhouette-lyrics-birdy.html
"Just yesterday morning they let me know that you were gone
Susanne, the plans they made put an end to you
I walked out this morning and I wrote down this song
I just can't remember who to send it toWell, I've seen fire and I've seen rain
Seen sunny days that I thought would never end
Seen lonely times when I could not find a friend
But I always thought that I'd see you againWon't you look down upon me, Jesus?
You've got to help me make a stand
You've just got to see me through another day
My body's aching and my time is at hand
And I won't make it any other wayWell, I've seen fire and I've seen rain
Seen sunny days that I thought would never end
Seen lonely times when I could not find a friend
But I always thought that I'd see you againI've been walking my mind to an easy time
My back turned towards the sun
Lord knows when the cold wind blows
It'll turn your head aroundWell, there's hours of time on the telephone line
To talk about things to come
Sweet dreams and flying machines
In pieces on the groundWell, I've seen fire and I've seen rain
Seen sunny days that I thought would never end
Seen lonely times when I could not find a friend
But I always thought that I'd see you again
Yes, I always thought that I'd see you again",birdy,Fire & Rain,http://www.metrolyrics.com/fire-rain-lyrics-birdy.html
"I've tried to be fair
And pretend like I care
But no asset is worth all the time
Spent listening and laughing
To dramas that mean nothing
Can't find any depth to these mindsPurity lost in vain
And you think I should be the same?
Don't assume I will follow
And drop all my morals
So you can look good for the crowd
You don't care about my thoughts
Just the light that I brought
I'm tired of helping you outThey chose to be blind
When lonely and shy
I searched for acceptance at first
Said the traits didn't match
Now you take it all back
When it adds something more to your worthPurity lost in vain
And you think I should be the same?
Don't assume I will follow
And drop all my morals
So you can look good for the crowd
You don't care about my thoughts
Just the light that I brought
I'm tired of helping you outAll this time you chose never to care
But now you won't leave me alone
Like we've always been close
I'm telling you nothing has changedPurity lost in vain
And you think I should be the same?
Don't assume I will follow
And drop all my morals
So you can look good for the crowd
You don't care about my thoughts
Just the light that I brought
I'm tired of helping you outYou think I should be the same",birdy,The Same,http://www.metrolyrics.com/the-same-lyrics-birdy.html
"Counting all different ideas drifting away
Past and present they don't matter
Now the future's sorted out
Watch her moving in elliptical patterns
Think it's not what you say
What you say is way too complicated
For a minute though I couldn't tell how to fall outIt's twenty seconds till the last call
Calling hey hey hey hey hey hey
Lie down you know it's easy
Like we did it all summer longAnd I'll be anything you ask and more
Going hey hey hey hey hey hey hey
It's not a miracle we needed
No I wouldn't let you think soFold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold itGirlfriend, oh your girlfriend is drifting away
Past and present 1855 -1901
Watch them build up a material tower
Think it's not gonna stay
Anyway I think it's overrated
For a minute thought I couldn't tell how to fall outIt's twenty seconds till the last call
Calling hey hey hey hey hey hey
Lie down you know it's easy
Like we did it all summer longAnd I'll be anything you ask and more
Going hey hey hey hey hey hey hey
It's not a miracle we needed
No I wouldn't let you think so
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it
Fold it, fold it, fold it, fold it",birdy,1901,http://www.metrolyrics.com/1901-lyrics-birdy.html
"Fallen so far
Said you'd watch over my heart
Your love was so real
Too late to forget how you made me feelTell me what I was supposed to believe
Held me so close I could hardly breathe
And now I can't find how to let you go
You were mine but you've grown so coldSay it's all in my head
I remember when you said
I'll never let you go
Held me in the dark
Sheltered as you took my heart
I could never let you go, ooh
Say it's all in my head
Remember when you said
I'll never let you go
Oh, hold me in the dark
Sheltered as you take my heart
Take my heartKiss me, pretend
Tell me all your love lies again
Cast your shadows
Like how you said you'd catch me but let me goYou said I could have been free if I wanted to
I know you could see I was lost in you
Said you'd let me be if I wanted you to
And I know you'll leave but I don't want you toSay it's all in my head
I remember when you said
I'll never let you go
Held me in the dark
Sheltered as you took my heart
I could never let you go, ooh
Say it's all in my head
Remember when you said
I'll never let you go
Oh, hold me in the dark
Sheltered as you take my heart
Take my heartSo take my heart for your love
I'll let you break it, part every piece of me
So take my heart, it's all that's left
Take my heartSay it's all in my head
I remember what you said
Hold me in the dark
Sheltered as you take my heart
Take my heart",birdy,Take My Heart,http://www.metrolyrics.com/take-my-heart-lyrics-birdy.html
"Try to change your mind, it's like the weather
And you don't make my heart beat like you used to
I've been waiting for a sign
You've been saving all your lines
We could save each other for the better
And when you say my name, I'll be a memory
This is more than we had planned
Choices taken from our hands
Finally, this fades to stand aloneMy mind is a runaway
And I'll find it's too hard to breathe
Just say what you want to say
Are you there?
Tell me, are you there?
I feel these growing pains
Have made us far too strong
We'll change if we want to change
Are you there?
Tell me, are you there?You could lose yourself and search forever
Looking for the person that you'll never be
We've been trying to compensate
Time to learn from our mistakes
Maybe one day we'll fit back together
I'll pick up the pieces and we'll rearrange
Now we need to follow fate
Now we look the other way
Now we find the strength to stand aloneMy mind is a runaway
And I'll find it's too hard to breathe
Just say what you want to say
Are you there?
Tell me, are you there?
I feel these growing pains
Have made us far too strong
We'll change if we want to change
Are you there?
Tell me, are you there?We've been changing into something more
Familiar faces turning into stone
These growing pains have made us far too strong
We move along
We move along
I'll find it's too hard to breathe
Say what you want to say
Are you there?
Tell me, are you there?My mind is a runaway
And I'll find it's too hard to breathe
Just say what you want to say
Are you there?
Tell me, are you there?
I feel these growing pains
Have made us far too strong
We'll change if we want to change
Are you there?
Tell me, are you there?
My mind is a runaway
And I'll find it's too hard to breathe
Just say what you want to say
Are you there?
Tell me, are you there?
I feel these growing pains
Have made us far too strong
We'll change if we want to change
Are you there?
Tell me, are you there?",birdy,Growing Pains,http://www.metrolyrics.com/growing-pains-lyrics-birdy.html
"Someone told me that I want more
That I'll feel half empty, ripped and torn
They say there'll be plenty other hands to hold
Now I wish they'd told me long agoOoh, I don't want this to break you
Ooh, but I've got no one else to talk toI don't know if you mean everything to me
And I wonder, can I give you what you need?
Don't want to find I've lost it all
Too scared to have no one to call
So can we just pretend
That we're not falling into the deep end?You've gone quiet, you don't call
And nothing's funny any more
And I'll keep trying to help you heal
I'll stop your crying and dry your tearsOoh, I don't want this to break you
Ooh, but I've got no one else to talk toI don't know if you mean everything to me
And I wonder, can I give you what you need?
Don't want to find I've lost it all
Too scared to have no one to call
So can we just pretend?Ooh, how do we mend?
Ooh, I didn't choose to depend on you
It's out of our hands
Maybe it will work out in the endI don't know if you mean everything to me
And I wonder, can I give you what you need?
Don't want to find I've lost it all
Too scared to have no one to call
So can we just pretend?Don't know if you mean everything to me
And I wonder, can I give you what you need?
Don't want to find I've lost it all
Too scared to have no one to call
So can we just pretend
That we're not falling into the deep end?",birdy,Deep End,http://www.metrolyrics.com/deep-end-lyrics-birdy.html
"Hey you can tell the world
That you're leaving.
And you can pack your bags
And spread your wings.
And you can tell them all
That it's over.
But while you wave goodbyeI'll be getting closer.
Stand there and look into my eyes
And tell me that all we had were lies.
Show me that to you it don't care
And I'll stand here if you prefer.
Yes I'll leave you without a word.Without a word.
And you can tell the world
That you're tired.
But your excuses, they won't work
'Cause I'll know that you're lying.
Every time that I see your face
I notice all the suffering.
Just turn to my embraceI won't let you come to nothing.
Stand there and look into my eyes
And tell me that all we had were lies.
Show me that to you it don't care
And I'll stand here if you prefer.Yes I'll leave you without a word.
Without a word.
Without a word.
Without a word.",birdy,Without A Word,http://www.metrolyrics.com/without-a-word-lyrics-birdy.html
"Remember once the things you told me
And how the tears ran from my eyes
They didn't fall because it hurt me
I just hate to see you cry
Sometimes I wish we could be strangers
So I didn't have to know your pain
But if I kept myself from danger
This emptiness would feel the sameI ain't no angel
I never was
But I never hurt you
It's not my fault
You see those egg shells, they're broken up
A million pieces, strung out across the groundDid you ever really love her
Or was it that you feared letting go
You should have known that you could trust her
But you pretend like I don't knowI ain't no angel
I never was
But I never hurt you
It's not my fault
You see those egg shells, they're broken up
A million pieces, strung out across the groundI want to tell you that I'm sorry
But that's not for me to say
You can have my heart, my soul, my body
If you can promise not to go awayI ain't no angel
I never was
But I never hurt you
It's not my fault
You see those egg shells, they're broken up
A million pieces, strung out across the ground",birdy,No Angel,http://www.metrolyrics.com/no-angel-lyrics-birdy.html
"Though I may speak some tongue of old
Or even spit out some holy word
I have no strength with which to speak
When you sit me down and see I'm weakWe will run and scream
You will dance with me
We'll fulfill our dreams and we'll be freeWe will run and scream
You will dance with me
We'll fulfill our dreams and we'll be freeWe will be who we are
And they'll heal our scars
Sadness will be far away
So I had done wrong but you put me right
My judgement burned in the black of night
When I give less than I take
It is my fault my own mistake
We will run and screamYou will dance with me
We'll fulfill our dreams and we'll be free
We will be who we are
And they'll heal our scars
Sadness will be far away",birdy,Learn Me Right,http://www.metrolyrics.com/learn-me-right-lyrics-birdy.html
"86 Charlie came over
He asked me for a favor
Asked me a question
Asked me to make an exception86 Charlie he came back
Said he'd been thinking it over
Says he's had a change of heart
He thinks he's made a grave mistakeBut I, I'll never forget you
I'll never forget you
You make things so easy
I'll never forget youI'll never forget you86 Charlie he came back, he came back
Sat down at the table and for the last time
Said he's finally made up his mind
He wonders if it's not too late
It's not too late, becauseI'll never forget you
I'll never forget you
You make me so angry
I'll never forget you",birdy,I'll Never Forget You,http://www.metrolyrics.com/ill-never-forget-you-lyrics-birdy.html
"I'm finding my heart
Using my hands
You're my feet on the ground
My footprints
From where I began
I still carry your love
I feel your loveUntie this cord
We don't need it no more
Wherever we are
I'm yours always
It flows in my blood
I still carry your love
I feel your loveWe start running, running to escape this town
We don't know where we're going 'til we turn around
And I keep on running, running, I can't slow down
And if I'm lost where shadows fallYou light me up
When all I see is darkness
You light me up
When I'm down
And if I fall apart
You know where to find my pieces
When they can't be foundKeep my eyes shut
Safe in this trust
You're all that I need
My senses
Shining on me
I still carry your love
I feel your loveWe start running, running to escape this town
We don't know where we're going 'til we turn around
And I keep on running, running, I can't slow down
And if I'm lost where shadows fallYou light me up
When all I see is darkness
You light me up
When I'm down
And if I fall apart
You know where to find my pieces
When they can't be foundYou light me up
When all I see is darkness
You light me up
When I'm down
And if I fall apart
You know where to find my pieces
When they can't be foundOooh
Woah, woahI'm finding my heart
Using my hands
You're my feet on the ground
My footprints
From where I began
I still carry your love
I feel your loveYou light me up
When all I see is darkness
You light me up
When I'm down
And if I fall apart
You know where to find my pieces
When they can't be foundYou light me up
When all I see is darkness
You light me up
When I'm down
And if I fall apart
You know where to find my pieces
When they can't be foundI'm finding my heart
Using my hands
You're my feet on the ground
My footprints
It flows in my blood
I still carry your love
I feel your love",birdy,Light Me Up,http://www.metrolyrics.com/light-me-up-lyrics-birdy.html
"Times that I've seen you lose your way
You're not in control and you won't be told
All I can do to keep you safe is hold you close, hold you close
'Til you can breathe on your own'Til you can breathe on your own
Hold tight, you're slowly coming back to life
I'll be keeping your head upI'll be keeping your head up, darling
Let go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up, darling
Hold tight, you're slowly coming back to life
I'll be keeping your head up
I'll be keeping your head up, darling
Let go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up
And I won't let you downEveryone keeps a darker placeTo lose control, you're not alone
And when you come looking for embrace
I know your soul, I'll be your home
'Til you can breathe on your own
'Til you can breathe on your own
Hold tight, you're slowly coming back to lifeI'll be keeping your head up
I'll be keeping your head up, darlingLet go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up, darling
Hold tight; you're slowly coming back to life
I'll be keeping your head up
I'll be keeping your head up, darling
Let go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up
And I won't let you down
You never think that you can fly
You'll always swim against the tide
Don't you know your pain is mine?
And I would die a thousand times to ease your mind
To ease your mind
Hold tight; you're slowly coming back to life
I'll be keeping your head up
I'll be keeping your head up, darling
Let go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up, darling
Hold tight; you're slowly coming back to life
I'll be keeping your head up
I'll be keeping your head up, darling
Let go of all your haunted dreams tonight
I'll be keeping your head up
I'll be keeping your head up
And I won't let you down",birdy,Keeping Your Head Up,http://www.metrolyrics.com/keeping-your-head-up-lyrics-birdy.html
"I find shelter
in this way
undercover
hide away
can you hear
when I say
i have never
felt this way
maybe i have said
something that was wrong
can i make it better
with the lights turned off
maybe i have said
something that was wrong
can i make it better
with the lights turned off
ooh ooh oh
ooh ooh oh
ooh ooh oh
oooh
can i be
was I there
felt so christal
in the air
i still want to drown
whenever you leave
please teach me gently
how to breath
and I cross oceans
like never before
so you can see ho
the way im feeling too
and I'm sending
the jetz back at you
so you can see
the way im feeling too
maybe i have said
something that was wrong
can i make it better
with the lights turned off
maybe i have said
something that was wrong
can i make it better
with the lights turned off
ooh ooh oh
ooh ooh oh
ooh ooh oh
oooh
ooh ooh oh
ooh ooh oh
oooh",birdy,Shelter,http://www.metrolyrics.com/shelter-lyrics-birdy.html
"Why does she make sure to be
So immature about these things?
I don't want you to change around it
In some time, this love will end
And all will be forgotten
And yeah, someday we will laugh about it.And you say, it's alright
And I know, that it's a lie
From the black in your eyesYou don't have to do this on your own,
Like there's no one that cares about you
You don't have to act like you're alone
Like the walls are closing in around you
You don't have to pretend no one knows
Like there's no one that understands you
I'm not just some face you used to know
I know all about you
And you should know that someone cares about you
I know all about youHere I am still holding on
You're finding ways to break the bonds
They're stronger than you realize
You can say that I've not tried
I've let you down, left you behind
But you're the one who's saying goodbyeAnd you say, that it's alright
And I know, that it's a lie
From the black in your eyesYou don't have to do this on your own,
Like there's no one that cares about you
You don't have to act like you're alone
Like the walls are closing in around you
You don't have to pretend no one knows
Like there's no one that understands you
I'm not just some face you used to know
I know all about you
And you should know that someone cares about you
I know all about youAnd you should know that someone cares about you
I know all about youAnd you say, that it's alright
And I know, that it's a lie
From the black in your eyesHere I am still holding on
You're finding ways to break the bonds,
They're stronger than you realize
And you can say that I've not tried
I've let you down, left you behind
But you're the one who's saying goodbyeAnd you don't have to do this on your own,
Like there's no one that cares about you
You don't have to act like you're alone
Like the walls are closing in around you
You don't have to pretend no one knows
Like there's no one that understands you
I'm not just some face you used to know
I know all about you
I know all about you",birdy,All About You,http://www.metrolyrics.com/all-about-you-lyrics-birdy.html
"When you're on your own
And you feel you're lost
When your heart's a mess
Though you've given your bestI'll be here giving it my best shot
Baby your love's got more than I need
Here, crying from the rooftops
Nothing can stop us
If we believe
Here, giving it my best shot
Baby I find that we can be free
When you're here, here with meWhen your sky is dark
And the earth is shaking your bed
Your hope is at it's end
You just need one friendI'll be here, giving it my best shot
Baby your love's got all that I need
Here, crying from the rooftops
Nothing can stop us
If we believe
Here, giving it my best shot
Baby I find that we can be free
When you're here, here with meWhen you can't find your way
Then all around you walked as deep and grayed
The stars fall from above and your barely holding all my loveGiving it my best shot
Baby your love's got all that I need
Here, crying from the rooftops
Nothing can stop us
If we believe
Here, giving it my best shot
Baby I find that we can be free
When you're here, here with me",birdy,Best Shot,http://www.metrolyrics.com/best-shot-lyrics-birdy.html
"You've been searching
Have you found many things?
Time for learning
Why have I not learnt a thing?Words with no meaning
Have kept me dreaming
But they don't tell me anythingAnd all you never say is that you love me so
All I'll never know is if you want me oh
If only I could look into your mind
Maybe then I'd find a sign
Of all I want to hear you say to me
To meAre you uncertain?
Or just scared to drop your guard?
Have you been broken?
Are you afraid to show your heart?Ohh...
Life can be unkind
But only sometimes
You're giving up before you startAnd all you never say is that you love me so
All I'll never know is if you want me oh
If only I could look into your mind
Maybe then I'd find a sign
Of all I want to hear you say to me
To meAll you never say is that you love me so
All I'll never know is if you want me oh
If only I could look into your mind
Maybe then I'd find a sign
Of all I want to hear you say to me
To me",birdy,All You Never Say,http://www.metrolyrics.com/all-you-never-say-lyrics-birdy.html
"Sunlight comes creeping in
Illuminates our skin
We watched the day go by
Stories of what we did
They made me think of you
They made me think of youUnder a trillion stars
We danced on top of cars
Took pictures of the stage
So far from where we are
They made me think of you
They made me think of youOh lights go down
In the moment we're lost and found
And I just wanna be by your side
If these wings could fly
For the rest of ours livesI'm in a foreign state
My thoughts they slip away
My words are leaving me
They caught an aeroplane
Because I thought of you
Just for the thought of youOh lights go down
In the moment we're lost and found
And I just wanna be by your side
If these wings could fly
Oh damn these walls
In the moment we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our livesIf these wings could flyOh lights go down
In the moment we're lost and found
I just wanna be by your side
If these wings could fly
Oh damn these walls
In the moment we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our lives",birdy,Wings (Acoustic),http://www.metrolyrics.com/wings-acoustic-lyrics-birdy.html
"White lips, pale face
Breathing in snowflakes
Burnt lungs, sour taste
Light's gone, day's end
Struggling to pay rentLong nights, strange menAnd they say
She's in the class a team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cause we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the motherland
Or sells love to another man
It's too cold outsideFor angels to fly
Angels to flyRipped gloves, raincoat
Tried to swim and stay afloat
Dry house, wet clothesLoose change, bank notes
Weary-eyed, dry throat
Call girl, no phoneAnd they say
She's in the class a team
Stuck in her daydream
Been this way since 18But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they screamThe worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the motherland
Or sells love to another man
It's too cold outside
For angels to fly
An angel will dieCovered in white
Closed eye
And hoping for a better life
This time, we'll fade out tonight
Straight down the lineAnd they sayShe's in the class a team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastriesThey scream
The worst things in life come free to us
And we're all under the upperhand
Go mad for a couple of grams
And we don't want to go outside tonight
And in a pipe we fly to the motherland
Or sell love to another man
It's too cold
For angels to fly
Angels to fly
To fly, fly
Angels to fly,
To fly, to fly
For angels to die",birdy,The A Team,http://www.metrolyrics.com/the-a-team-lyrics-birdy.html
"I've been sleepless at night
Cause I don't know how I feel
I've been waiting on you
Just to say something realThere's a light on the road
And I think you know
Morning has come and I have to goI don't know why, I don't know why
We need to break so hard
I don't know why we break so hardBut if we're strong enough to let it in
We're strong enough to let it goIf I look back to the startNow I know, I see everything trueThere's still a fire in my heart, my darling
But I'm not burning for you
We started it wrong and I think you knowWe waited too long, now I have to go
I don't know why, I don't know whyWe need to break so hard
I don't know why we break so hard
But if we're strong enough to let it in
We're strong enough to let it go
Let it all go, let it all go, let it all out now
Let it all go, let it all go, let it all out now
Who says, who says
Who says, who says
Who says truth is beauty after all
And who says love should break us when we fall
But if we're strong enough to let it in
We're strong enough to let it go
Let it all go, let it all go, let it all out now
Let it all go, let it all go, let it all out now",birdy,Let It All Go,http://www.metrolyrics.com/let-it-all-go-lyrics-birdy.html
"I can be strong when I want to be,
You think I'm weak
'Cause you can tear me apart
With the words that you speak
You think you're in control
But you don't understand
How much you're wrongYou choose to lash out at me,
I've done nothing wrong
All you crave is attention and just to be loved
You need to be lovedAnd I want to be free
When my heart is made from gold
And forgiveness seems too bold
I still find it in my heartTo say ""I love you""
When my heart is made from gold
And the hurt is just too bold
I still find it in my heart
To say ""I love you""Is there not enough to use your love for me
To get past the thingsThat cause you envy and hate?
And the fights that they bring
You say you're looked on as small
Can't understand why you don't have it all
But you don't know how I fight for you
And believe in your aims
I just wanna do right by you,
Forget what has changed
'Cause nothing has changedAnd I want to be free
When my heart is made from gold
And forgiveness seems too bold
I still find it in my heart
To say ""I love you""
When my heart is made from gold
And the hurt is just too boldI still find it in my heart
To say ""I love you""But you don't have to be so mean
You're such a drama queen
The way you play on every weakness
That you see in me, to make you strong
You were all along
So don't pretend like you can hardly breathe
Like it's down to me
'Cause it's so unfair that you can't succeed
Boy, you're so wrong
We're still so youngAnd I want to be free
When my heart is made from gold
And forgiveness seems too bold
I still find it in my heart
To say ""I love you""
When my heart is made from gold
And the hurt is just too bold
I still find it in my heart
To say ""I love you""",birdy,Heart of Gold,http://www.metrolyrics.com/heart-of-gold-lyrics-birdy.html
"In the morning
When you wake up
I like to believe you are'
Thinking of me
And when the sun comes
Through your window
I like to believe you've been dreaming of meDreaming mmm mmmI know
'Cause I'd spend
Half this morning
Thinking about the t-shirt you sleep in
I should know
'Cause I'd spend
All the whole day
Listening to your message I'm keeping
And never deletingWhen I saw you
Everyone knew
I liked the effect that you
Had on my eyes
But no one else heard
The weight of your words
Or felt the effect that they
Have on my mindFalling mmm mmmI know
'Cause I'd spend
Half this morning
Thinking about the t-shirt you sleep in
I should know
'Cause I'd spend
All the whole day
Listening to your message I'm keeping
And never deleting",birdy,Tee Shirt,http://www.metrolyrics.com/tee-shirt-lyrics-birdy.html
"Sunlight comes creeping in
Illuminates our skin
We watch the day go by
Stories of what we did
It made me think of you
It made me think of youUnder a trillion stars
We danced on top of cars
Took pictures of the stage
So far from where we are
They made me think of you
They made me think of youOh lights go down
In the moment we're lost and found
I just wanna be by your side
If these wings could fly
For the rest of our livesI'm in a foreign state
My thoughts they slip away
My words are leaving me
They caught an aeroplane
Because I thought of you
Just for the thought of youOh lights go down
In the moment we're lost and found
I just wanna be by your side
If these wings could fly
Oh damn these walls
In the moment we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our livesIf these wings could flyOh lights go down
In the moment we're lost and found
I just wanna be by your side
If these wings could fly
Oh damn these walls
In the moment we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our lives",birdy,Wings,http://www.metrolyrics.com/wings-lyrics-birdy.html
